0	3262	3285	
1	3266	3287	
2	3265	3284	
3	3267	3292	
4	3261	3288	
5	3262	3282	
6	3262	3285	
7	3265	3292	
8	3265	3290	
9	3261	3289	
10	3262	3291	
11	3265	3289	
12	3262	3290	
13	3265	3285	
14	3266	3293	
15	3269	3295	
16	3261	3292	
17	3261	3292	
18	3264	3293	
19	3263	3287	
20	3262	3291	
21	3264	3290	
22	3267	3291	
23	3267	3291	
24	3261	3292	
25	3261	3286	
26	3265	3290	
27	3265	3290	
28	3268	3290	
29	3267	3287	
30	3265	3289	
31	3267	3290	
32	3263	3288	
33	3265	3285	
34	3265	3289	
35	3262	3291	
36	3265	3291	
37	3269	3289	
38	3264	3290	
39	3262	3286	
40	3262	3287	
41	3259	3283	
42	3256	3282	
43	3265	3289	
44	3260	3283	
45	3257	3289	
46	3239	3296	
47	3178	3303	
48	3068	3302	
49	2914	3302	
50	2751	3298	
51	2573	3301	
52	2425	3291	
53	2287	3285	
54	2197	3283	
55	2145	3285	
56	2121	3281	
57	2132	3283	
58	2186	3270	
59	2254	3287	
60	2361	3283	
61	2451	3287	
62	2555	3285	
63	2647	3301	
64	2722	3295	
65	2795	3298	
66	2861	3302	
67	2904	3298	
68	2958	3302	
69	2993	3292	
70	3033	3289	
71	3064	3283	
72	3090	3271	
73	3085	3275	
74	3067	3281	
75	3004	3280	
76	2938	3286	
77	2861	3288	
78	2796	3294	
79	2725	3294	
80	2678	3300	
81	2635	3301	
82	2624	3301	
83	2625	3298	
84	2629	3290	
85	2649	3288	
86	2681	3289	
87	2713	3286	
88	2756	3284	
89	2798	3275	
90	2843	3279	
91	2890	3283	
92	2936	3285	
93	2961	3290	
94	3003	3298	
95	3039	3304	
96	3073	3303	
97	3098	3302	
98	3128	3303	
99	3156	3301	
100	3186	3297	
101	3213	3290	
102	3251	3288	
103	3291	3281	
104	3315	3279	
105	3349	3282	
106	3377	3279	
107	3394	3279	
108	3424	3284	
109	3432	3291	
110	3439	3295	
111	3434	3295	
112	3434	3299	
113	3420	3299	
114	3411	3304	
115	3405	3297	
116	3396	3298	
117	3382	3293	
118	3377	3288	
119	3365	3284	
120	3356	3283	
121	3340	3278	
122	3331	3278	
123	3324	3284	
124	3305	3285	
125	3297	3293	
126	3288	3297	
127	3270	3298	
128	3259	3298	
129	3245	3299	
130	3234	3299	
131	3213	3299	
132	3211	3295	
133	3196	3290	
134	3194	3294	
135	3197	3290	
136	3188	3285	
137	3192	3281	
138	3201	3282	
139	3204	3285	
140	3216	3282	
141	3219	3287	
142	3230	3289	
143	3239	3297	
144	3241	3295	
145	3246	3295	
146	3257	3297	
147	3260	3296	
148	3268	3298	
149	3260	3295	
150	3263	3287	
151	3262	3289	
152	3264	3290	
153	3257	3286	
154	3259	3283	
155	3254	3283	
156	3259	3288	
157	3253	3289	
158	3259	3294	
159	3261	3289	
160	3262	3295	
161	3261	3292	
162	3270	3293	
163	3269	3296	
164	3262	3295	
165	3254	3288	
166	3260	3294	
167	3254	3292	
168	3254	3286	
169	3250	3288	
170	3248	3283	
171	3245	3290	
172	3243	3288	
173	3239	3285	
174	3247	3291	
175	3255	3293	
176	3252	3295	
177	3259	3297	
178	3263	3294	
179	3264	3293	
180	3266	3293	
181	3266	3293	
182	3270	3292	
183	3270	3291	
184	3267	3289	
185	3265	3287	
186	3264	3286	
187	3263	3288	
188	3267	3287	
189	3264	3288	
190	3259	3292	
191	3266	3292	
192	3270	3289	
193	3267	3294	
194	3271	3296	
195	3277	3295	
196	3271	3289	
197	3273	3295	
198	3267	3292	
199	3272	3286	
200	3266	3292	
201	3260	3286	
202	3259	3286	
203	3257	3289	
204	3250	3287	
205	3247	3286	
206	3251	3287	
207	3250	3291	
208	3254	3290	
209	3257	3294	
210	3257	3296	
211	3259	3288	
212	3263	3291	
213	3265	3292	
214	3267	3292	
215	3266	3293	
216	3266	3290	
217	3262	3289	
218	3264	3284	
219	3265	3291	
220	3264	3291	
221	3260	3291	
222	3263	3292	
223	3261	3289	
224	3259	3288	
225	3260	3291	
226	3265	3293	
227	3268	3293	
228	3267	3289	
229	3267	3288	
230	3268	3288	
231	3271	3291	
232	3270	3288	
233	3262	3292	
234	3269	3290	
235	3262	3290	
236	3263	3288	
237	3261	3288	
238	3264	3290	
239	3265	3289	
240	3264	3291	
241	3262	3291	
242	3260	3293	
243	3265	3287	
244	3266	3290	
245	3266	3291	
246	3265	3290	
247	3264	3291	
248	3264	3285	
249	3264	3287	
250	3263	3287	
251	3260	3291	
252	3260	3287	
253	3262	3289	
254	3263	3294	
255	3269	3295	
256	3262	3292	
257	3261	3290	
258	3263	3289	
259	3264	3291	
260	3267	3289	
261	3262	3288	
262	3264	3289	
263	3262	3289	
264	3261	3286	
265	3263	3292	
266	3267	3296	
267	3260	3292	
268	3267	3289	
269	3261	3292	
270	3265	3288	
271	3262	3291	
272	3261	3286	
273	3257	3286	
274	3263	3294	
275	3266	3290	
276	3263	3289	
277	3263	3288	
278	3262	3290	
279	3256	3291	
280	3251	3290	
281	3251	3289	
282	3255	3289	
283	3250	3287	
284	3249	3287	
285	3245	3288	
286	3251	3290	
287	3256	3295	
288	3253	3288	
289	3262	3292	
290	3252	3288	
291	3259	3293	
292	3261	3292	
293	3257	3290	
294	3257	3289	
295	3265	3293	
296	3269	3289	
297	3261	3292	
298	3261	3292	
299	3261	3292	
300	3263	3287	
301	3256	3294	
302	3268	3292	
303	3264	3292	
304	3259	3288	
305	3259	3293	
306	3260	3289	
307	3257	3292	
308	3257	3294	
309	3254	3292	
310	3252	3289	
311	3255	3289	
312	3259	3285	
313	3261	3290	
314	3260	3293	
315	3265	3287	
316	3258	3293	
317	3260	3290	
318	3266	3283	
319	3263	3290	
320	3263	3294	
321	3261	3284	
322	3263	3289	
323	3262	3293	
324	3263	3292	
325	3255	3289	
326	3260	3289	
327	3265	3287	
328	3261	3292	
329	3266	3291	
330	3264	3290	
331	3263	3288	
332	3264	3292	
333	3267	3285	
334	3270	3290	
335	3269	3293	
336	3267	3290	
337	3263	3286	
338	3263	3290	
339	3266	3294	
340	3268	3284	
341	3266	3287	
342	3270	3291	
343	3268	3288	
344	3266	3290	
345	3266	3284	
346	3264	3288	
347	3269	3288	
348	3268	3290	
349	3268	3286	
350	3264	3286	
351	3265	3292	
352	3264	3289	
353	3267	3286	
354	3270	3296	
355	3271	3290	
356	3263	3289	
357	3261	3288	
358	3265	3285	
359	3268	3288	
360	3259	3294	
361	3261	3284	
362	3262	3290	
363	3268	3291	
364	3269	3291	
365	3264	3290	
366	3266	3291	
367	3268	3291	
368	3264	3289	
369	3268	3293	
370	3264	3292	
371	3261	3293	
372	3266	3294	
373	3268	3286	
374	3264	3293	
375	3275	3289	
376	3264	3291	
377	3265	3288	
378	3264	3284	
379	3266	3287	
380	3269	3290	
381	3271	3292	
382	3267	3286	
383	3262	3289	
384	3262	3286	
385	3263	3292	
386	3265	3287	
387	3269	3292	
388	3265	3292	
389	3265	3290	
390	3264	3289	
391	3261	3291	
392	3260	3287	
393	3257	3291	
394	3260	3294	
395	3264	3289	
396	3257	3287	
397	3261	3293	
398	3261	3287	
399	3264	3289	
400	3266	3293	
401	3258	3292	
402	3258	3286	
403	3262	3289	
404	3263	3290	
405	3258	3286	
406	3263	3289	
407	3264	3292	
408	3267	3288	
409	3264	3289	
410	3261	3288	
411	3263	3294	
412	3263	3294	
413	3262	3292	
414	3262	3287	
415	3270	3293	
416	3266	3294	
417	3263	3292	
418	3266	3291	
419	3258	3292	
420	3264	3290	
421	3263	3293	
422	3264	3291	
423	3264	3288	
424	3260	3293	
425	3258	3291	
426	3264	3290	
427	3262	3290	
428	3266	3291	
429	3265	3289	
430	3265	3285	
431	3266	3294	
432	3265	3292	
433	3254	3290	
434	3260	3292	
435	3260	3292	
436	3260	3291	
437	3259	3290	
438	3253	3287	
439	3261	3289	
440	3262	3293	
441	3261	3289	
442	3254	3290	
443	3263	3293	
444	3264	3287	
445	3257	3289	
446	3259	3287	
447	3267	3292	
448	3262	3288	
449	3264	3289	
450	3265	3285	
451	3265	3291	
452	3264	3287	
453	3264	3294	
454	3266	3284	
455	3271	3293	
